year,month,day,hour,PM2.5,temperature,pressure,rain,wind_direction,wind_speed
2014,4,20,5,101.0,7.4,1012.2,0.0,NNE,0.8
2014,4,20,6,81.0,9.2,1012.9,0.0,NE,1.3
2014,4,20,7,95.0,11.5,1013.0,0.0,E,0.6
2014,4,20,8,96.0,14.7,1012.8,0.0,NNE,1.7
2014,4,20,9,85.0,16.3,1012.6,0.0,WNW,1.0
2014,4,20,10,63.0,18.0,1012.5,0.0,S,0.7
2014,4,20,11,31.0,19.8,1011.5,0.0,NE,1.3
2014,4,20,12,25.0,20.9,1010.5,0.0,SE,1.2
2014,4,20,13,3.0,21.7,1009.4,0.0,E,1.2
2014,4,20,14,21.0,22.9,1008.5,0.0,ENE,1.3
2014,4,20,15,21.0,22.5,1007.9,0.0,WNW,1.5
2014,4,20,16,42.0,22.4,1007.8,0.0,S,1.7
2014,4,20,17,53.0,20.0,1007.5,0.0,S,1.7
2014,4,20,18,61.0,19.4,1007.8,0.0,SW,2.8
2014,4,20,19,61.0,18.8,1008.9,0.0,SW,4.2
2014,4,20,20,61.0,17.5,1009.6,0.0,SSW,1.3
2014,4,20,21,63.0,15.7,1009.9,0.0,NNE,0.9
2014,4,20,22,65.0,12.7,1009.9,0.0,WSW,0.5
2014,4,20,23,74.0,10.9,1010.5,0.0,WSW,0.0
2014,4,21,0,74.0,10.2,1010.6,0.0,NNE,0.6
2014,4,21,1,84.0,10.1,1010.6,0.0,N,0.1
2014,4,21,2,90.0,9.1,1010.8,0.0,NE,0.7
2014,4,21,3,75.0,8.3,1010.5,0.0,SW,0.0
2014,4,21,4,75.0,7.9,1010.8,0.0,ENE,0.5
2014,4,21,5,75.0,8.2,1011.4,0.0,NE,0.8
2014,4,21,6,75.0,11.7,1011.9,0.0,NE,1.1
2014,4,21,7,69.0,15.7,1012.1,0.0,ENE,1.7
2014,4,21,8,76.0,18.7,1012.2,0.0,ENE,1.4
2014,4,21,9,89.0,21.7,1012.4,0.0,NE,1.3
2014,4,21,10,52.0,22.4,1012.0,0.0,ENE,1.9
2014,4,21,11,60.0,24.1,1011.3,0.0,N,1.8
2014,4,21,12,28.0,22.8,1010.4,0.0,W,1.9
2014,4,21,13,27.0,23.8,1009.5,0.0,WSW,3.5
2014,4,21,14,24.0,22.5,1008.2,0.0,WSW,2.7
2014,4,21,15,33.0,24.1,1007.6,0.0,SW,3.4
2014,4,21,16,35.0,23.4,1007.5,0.0,SW,2.6
2014,4,21,17,44.0,22.4,1007.9,0.0,SW,2.5
2014,4,21,18,39.0,21.3,1008.0,0.0,SW,2.7
2014,4,21,19,74.0,19.5,1008.8,0.0,SSW,1.3
2014,4,21,20,39.0,18.8,1009.4,0.0,WSW,1.7
2014,4,21,21,53.0,14.2,1009.4,0.0,NNW,1.0
2014,4,21,22,51.0,12.3,1009.9,0.0,W,0.0
2014,4,21,23,58.0,11.2,1010.3,0.0,W,0.0
2014,4,22,0,70.0,10.2,1010.4,0.0,ENE,0.5
2014,4,22,1,70.0,9.1,1010.2,0.0,W,0.0
2014,4,22,2,83.0,8.4,1010.3,0.0,NE,0.5
2014,4,22,3,74.0,7.6,1010.1,0.0,E,0.9
2014,4,22,4,65.0,7.4,1009.7,0.0,E,0.0
2014,4,22,5,75.0,6.9,1010.0,0.0,NW,0.5
2014,4,22,6,68.0,8.8,1010.0,0.0,NE,0.8
2014,4,22,7,57.0,14.9,1010.3,0.0,NE,1.3
2014,4,22,8,65.0,19.1,1010.2,0.0,ENE,1.4
2014,4,22,9,56.0,22.0,1010.0,0.0,ENE,1.5
2014,4,22,10,72.0,23.9,1009.5,0.0,SW,1.9
2014,4,22,11,105.0,24.6,1008.3,0.0,SW,3.8
2014,4,22,12,70.0,25.9,1007.2,0.0,SSW,1.6
2014,4,22,13,75.0,26.0,1006.1,0.0,S,2.5
2014,4,22,14,76.0,26.0,1004.9,0.0,SSW,2.9
2014,4,22,15,64.0,26.0,1004.0,0.0,SW,2.8
2014,4,22,16,64.0,25.2,1003.7,0.0,SSW,3.7
2014,4,22,17,72.0,24.2,1003.7,0.0,SW,2.8
2014,4,22,18,72.0,23.1,1003.8,0.0,SW,4.9
2014,4,22,19,72.0,21.4,1004.6,0.0,SW,2.0
2014,4,22,20,86.0,20.9,1005.3,0.0,SW,2.3
2014,4,22,21,61.0,19.7,1005.1,0.0,SW,2.0
2014,4,22,22,52.0,19.4,1005.2,0.0,SW,2.0
2014,4,22,23,52.0,19.0,1005.4,0.0,SW,1.8
2014,4,23,0,76.0,17.7,1005.3,0.0,WSW,1.5
2014,4,23,1,83.0,15.6,1004.9,0.0,WSW,0.5
2014,4,23,2,86.0,13.1,1005.1,0.0,SW,0.4
2014,4,23,3,94.0,12.5,1004.8,0.0,WSW,0.8
2014,4,23,4,114.0,13.1,1005.1,0.0,SSW,0.0
2014,4,23,5,106.0,12.3,1005.6,0.0,S,0.0
2014,4,23,6,106.0,13.6,1005.7,0.0,S,0.1
2014,4,23,7,123.0,16.4,1006.1,0.0,WNW,1.1
2014,4,23,8,138.0,18.5,1006.3,0.0,SSE,1.4
2014,4,23,9,154.0,20.0,1006.1,0.0,SE,1.6
2014,4,23,10,169.0,21.1,1005.5,0.0,WNW,0.9
2014,4,23,11,193.0,22.5,1004.7,0.0,SSW,1.8
2014,4,23,12,205.0,23.2,1003.8,0.0,SSW,2.4
2014,4,23,13,198.0,23.3,1003.1,0.0,S,1.7
2014,4,23,14,202.0,24.3,1002.3,0.0,S,2.4
2014,4,23,15,177.0,23.0,1001.9,0.0,SW,4.1
2014,4,23,16,159.0,23.2,1001.5,0.0,SSW,2.2
2014,4,23,17,164.0,23.0,1002.2,0.0,SW,2.0
2014,4,23,18,142.0,22.5,1003.7,0.0,SSE,0.5
2014,4,23,19,141.0,21.2,1003.9,0.0,SSW,1.7
2014,4,23,20,126.0,21.4,1005.4,0.0,S,1.7
2014,4,23,21,116.0,20.7,1005.0,0.0,SW,3.2
2014,4,23,22,89.0,19.9,1005.8,0.0,SSW,2.6
2014,4,23,23,72.0,19.1,1006.3,0.0,S,2.4
2014,4,24,0,77.0,18.2,1006.5,0.0,SSW,2.4
2014,4,24,1,85.0,17.5,1006.6,0.0,S,2.0
2014,4,24,2,85.0,16.7,1006.7,0.0,S,2.0
2014,4,24,3,87.0,16.5,1006.9,0.0,SW,1.8
2014,4,24,4,89.0,16.0,1007.2,0.0,SSW,1.3
2014,4,24,5,89.0,14.4,1007.5,0.0,SW,1.2
2014,4,24,6,95.0,16.7,1008.7,0.0,SSW,1.1
2014,4,24,7,100.0,17.5,1008.9,0.0,SSW,1.2
2014,4,24,8,114.0,17.9,1009.4,0.0,WSW,2.0
2014,4,24,9,114.0,18.2,1010.2,0.0,SSW,1.5
2014,4,24,10,121.0,18.7,1010.2,0.0,SSE,0.8
2014,4,24,11,114.0,19.4,1009.8,0.0,WSW,1.4
2014,4,24,12,123.0,21.4,1009.3,0.0,SSE,2.1
2014,4,24,13,127.0,22.4,1008.4,0.0,SSW,2.6
2014,4,24,14,140.0,23.6,1007.3,0.0,S,2.2
2014,4,24,15,161.0,23.7,1006.8,0.0,S,2.5
2014,4,24,16,177.0,23.7,1006.9,0.0,SSW,2.2
2014,4,24,17,162.0,23.3,1007.0,0.0,SSW,2.0
2014,4,24,18,139.0,22.6,1008.0,0.0,SSW,1.3
2014,4,24,19,134.0,21.2,1009.1,0.0,SSW,1.2
2014,4,24,20,121.0,18.9,1009.6,0.0,SW,0.7
2014,4,24,21,122.0,17.2,1010.2,0.0,SSW,0.8
2014,4,24,22,127.0,17.2,1010.1,0.0,SE,1.2
2014,4,24,23,138.0,18.5,1010.5,0.0,W,0.6
2014,4,25,0,149.0,16.4,1010.3,0.0,E,0.0
2014,4,25,1,147.0,15.5,1010.2,0.0,SE,0.0
2014,4,25,2,146.0,15.0,1010.0,0.0,WNW,0.4
2014,4,25,3,141.0,14.6,1010.3,0.0,NE,1.7
2014,4,25,4,141.0,14.5,1010.8,0.0,ENE,0.8
2014,4,25,5,150.0,14.2,1011.2,0.0,NE,1.1
2014,4,25,6,149.0,15.6,1011.4,0.0,NE,1.0
2014,4,25,7,152.0,17.4,1011.9,0.0,ENE,0.9
2014,4,25,8,164.0,19.2,1012.1,0.0,NE,1.7
2014,4,25,9,152.0,20.6,1012.5,0.0,N,1.8
2014,4,25,10,177.0,22.2,1012.1,0.0,NE,1.2
2014,4,25,11,207.0,24.0,1011.6,0.0,S,0.7
2014,4,25,12,207.0,24.9,1010.8,0.0,SW,2.5
2014,4,25,13,192.0,26.2,1010.1,0.0,WSW,3.6
2014,4,25,14,199.0,25.6,1009.6,0.0,SW,2.9
2014,4,25,15,145.0,24.2,1009.3,0.0,N,2.5
2014,4,25,16,94.0,23.2,1009.3,0.0,N,2.5
2014,4,25,17,80.0,21.4,1009.6,0.0,NNE,1.8
2014,4,25,18,112.0,20.2,1009.9,0.0,NE,2.1
2014,4,25,19,99.0,18.3,1011.3,0.0,N,2.9
2014,4,25,20,115.0,16.6,1012.5,0.6,N,1.7
2014,4,25,21,118.0,13.5,1013.7,2.9,NE,1.7
2014,4,25,22,113.0,12.8,1013.5,2.8,NNE,2.1
2014,4,25,23,110.0,12.4,1013.3,1.1,NE,1.4
2014,4,26,0,64.0,12.1,1013.5,0.7,NE,1.6
2014,4,26,1,31.0,11.9,1013.2,0.9,ENE,1.2
2014,4,26,2,25.0,11.7,1013.4,0.5,E,1.1
2014,4,26,3,23.0,11.5,1013.8,0.1,NE,1.9
2014,4,26,4,27.0,11.7,1014.2,0.0,NE,1.4
2014,4,26,5,23.0,11.8,1014.8,0.0,E,1.0
2014,4,26,6,20.0,11.9,1015.2,0.0,ENE,1.3
2014,4,26,7,22.0,14.3,1015.5,0.0,NE,1.6
2014,4,26,8,27.0,17.0,1015.8,0.0,NE,3.0
2014,4,26,9,29.0,18.7,1016.0,0.0,NNE,2.4
2014,4,26,10,46.0,19.8,1015.6,0.0,NNE,3.1
2014,4,26,11,264.0,20.6,1015.2,0.0,NNE,2.5
2014,4,26,12,199.0,21.5,1014.9,0.0,N,2.9
2014,4,26,13,199.0,22.5,1014.3,0.0,NNW,2.2
2014,4,26,14,,23.7,1013.5,0.0,NNE,2.6
2014,4,26,15,124.0,23.6,1012.7,0.0,N,2.6
2014,4,26,16,124.0,23.3,1012.8,0.0,N,1.6
2014,4,26,17,,19.5,1013.1,0.0,SW,2.9
2014,4,26,18,,18.5,1013.6,0.0,SW,2.0
2014,4,26,19,,17.5,1014.1,0.0,SW,1.1
2014,4,26,20,,16.1,1014.9,0.0,SSW,0.9
2014,4,26,21,,15.9,1015.4,0.0,SSW,1.4
2014,4,26,22,,14.9,1015.6,0.0,SSW,1.1
2014,4,26,23,,13.2,1015.5,0.0,WSW,0.9
2014,4,27,0,,12.0,1015.5,0.0,NW,0.6
2014,4,27,1,,11.3,1015.3,0.0,E,0.0
2014,4,27,2,,11.7,1014.9,0.0,NNE,1.7
2014,4,27,3,,11.5,1014.8,0.0,NNE,1.0
2014,4,27,4,,10.7,1014.9,0.0,NE,1.1
2014,4,27,5,,10.5,1015.1,0.0,NE,1.6
2014,4,27,6,,12.0,1015.3,0.0,NE,1.3
2014,4,27,7,,14.9,1015.6,0.0,N,1.0
2014,4,27,8,,16.9,1015.7,0.0,NNE,1.2
2014,4,27,9,,19.8,1016.2,0.0,E,1.4
2014,4,27,10,,21.1,1016.0,0.0,E,2.1
2014,4,27,11,,23.3,1015.3,0.0,E,2.1
2014,4,27,12,,23.4,1014.4,0.0,SE,1.9
2014,4,27,13,,23.5,1013.6,0.0,ENE,1.1
2014,4,27,14,,23.5,1012.8,0.0,NE,1.2
2014,4,27,15,,24.6,1012.2,0.0,SSE,1.0
2014,4,27,16,,24.3,1012.2,0.0,E,1.9
2014,4,27,17,,21.8,1012.7,0.0,SSW,1.4
2014,4,27,18,,20.5,1013.3,0.0,SW,2.8
2014,4,27,19,,19.2,1013.9,0.0,SW,1.7
2014,4,27,20,,18.9,1015.0,0.0,SSW,2.7
2014,4,27,21,,18.4,1015.4,0.0,SW,2.6
2014,4,27,22,,17.1,1015.7,0.0,SSW,1.9
2014,4,27,23,,16.1,1015.9,0.0,SW,1.7
2014,4,28,0,,15.1,1016.3,0.0,SSW,1.5
2014,4,28,1,,14.1,1016.0,0.0,SSW,0.9
2014,4,28,2,,12.4,1015.8,0.0,WNW,0.5
2014,4,28,3,,12.0,1015.9,0.0,NW,0.7
2014,4,28,4,,11.4,1015.7,0.0,NNE,0.5
2014,4,28,5,,11.8,1016.0,0.0,NE,0.8
2014,4,28,6,,13.2,1016.1,0.0,NE,1.3
2014,4,28,7,,15.5,1016.4,0.0,NE,1.5
2014,4,28,8,,18.2,1015.9,0.0,E,1.7
2014,4,28,9,,20.3,1015.6,0.0,ENE,1.5
2014,4,28,10,,22.2,1015.1,0.0,SW,1.0
2014,4,28,11,,23.8,1014.1,0.0,NE,0.9
2014,4,28,12,,24.5,1013.3,0.0,S,1.0
2014,4,28,13,,25.4,1012.2,0.0,W,1.5
2014,4,28,14,,26.0,1011.1,0.0,SSW,0.9
2014,4,28,15,,25.8,1010.0,0.0,SSW,1.4
2014,4,28,16,,25.2,1009.6,0.0,SSW,1.8
2014,4,28,17,,23.5,1009.3,0.0,SW,2.0
2014,4,28,18,,22.1,1009.5,0.0,SW,2.1
2014,4,28,19,,21.2,1010.0,0.0,SW,2.9
2014,4,28,20,,20.4,1010.5,0.0,SW,2.0
2014,4,28,21,,19.5,1010.3,0.0,SW,2.0
2014,4,28,22,,18.8,1010.2,0.0,SSW,1.3
2014,4,28,23,,16.1,1010.4,0.0,SW,0.0
2014,4,29,0,,13.6,1010.5,0.0,S,0.0
2014,4,29,1,,12.8,1010.3,0.0,ENE,0.7
2014,4,29,2,,13.4,1010.2,0.0,NNE,1.3
2014,4,29,3,,12.8,1010.0,0.0,NE,1.1
2014,4,29,4,,12.0,1009.9,0.0,NE,1.4
2014,4,29,5,,11.7,1010.2,0.0,NE,1.0
2014,4,29,6,,13.3,1010.2,0.0,NE,1.4
2014,4,29,7,,16.0,1010.6,0.0,NE,1.2
2014,4,29,8,,18.6,1010.2,0.0,ENE,1.3
2014,4,29,9,121.0,20.4,1009.9,0.0,ENE,1.7
2014,4,29,10,124.0,21.9,1009.1,0.0,NNE,1.0
2014,4,29,11,133.0,23.6,1007.8,0.0,SE,0.6
2014,4,29,12,130.0,24.6,1007.0,0.0,WSW,1.9
2014,4,29,13,111.0,26.2,1005.9,0.0,SW,3.2
2014,4,29,14,110.0,26.4,1004.7,0.0,SW,2.7
2014,4,29,15,139.0,26.6,1004.0,0.0,SSW,2.1
2014,4,29,16,131.0,25.7,1003.7,0.0,SW,2.6
2014,4,29,17,96.0,24.4,1003.5,0.0,SSW,2.5
2014,4,29,18,80.0,23.3,1003.8,0.0,SSW,2.3
2014,4,29,19,110.0,22.2,1004.2,0.0,SW,2.3
2014,4,29,20,98.0,21.4,1004.7,0.0,SW,2.4
2014,4,29,21,108.0,20.5,1004.8,0.0,SSW,1.7
2014,4,29,22,105.0,20.3,1004.8,0.0,SW,2.5
2014,4,29,23,,19.9,1005.2,0.0,SW,2.4
2014,4,30,0,,18.6,1004.9,0.0,WSW,1.8
2014,4,30,1,61.0,16.5,1004.6,0.0,SSW,0.5
2014,4,30,2,98.0,13.8,1004.0,0.0,SW,0.1
2014,4,30,3,99.0,12.8,1003.9,0.0,W,0.2
2014,4,30,4,112.0,12.8,1004.0,0.0,NE,0.5
2014,4,30,5,110.0,12.6,1004.4,0.0,E,0.1
2014,4,30,6,114.0,14.7,1005.1,0.0,NNE,1.6
2014,4,30,7,116.0,17.0,1005.2,0.0,NNE,1.5
2014,4,30,8,149.0,19.8,1005.2,0.0,ENE,1.2
2014,4,30,9,161.0,21.7,1005.1,0.0,WSW,0.7
2014,4,30,10,169.0,23.5,1004.9,0.0,WSW,1.6
2014,4,30,11,184.0,25.1,1003.8,0.0,SW,2.8
2014,4,30,12,185.0,26.0,1002.9,0.0,SW,2.6
2014,4,30,13,152.0,26.9,1002.3,0.0,SSW,2.3
2014,4,30,14,135.0,27.6,1001.5,0.0,SSW,2.6
2014,4,30,15,143.0,27.5,1000.8,0.0,SW,3.5
2014,4,30,16,127.0,26.7,1000.5,0.0,SSW,3.5
2014,4,30,17,110.0,25.7,1000.6,0.0,SSW,2.6
2014,4,30,18,105.0,24.4,1001.0,0.0,SW,2.7
2014,4,30,19,114.0,23.7,1001.4,0.0,SSW,1.8
2014,4,30,20,92.0,22.8,1002.1,0.0,SW,1.6
2014,4,30,21,89.0,22.2,1002.2,0.0,SW,1.8
2014,4,30,22,85.0,21.4,1002.2,0.0,SW,2.0
2014,4,30,23,88.0,20.9,1002.2,0.0,SW,1.8
2014,5,1,0,101.0,17.7,1002.3,0.0,SW,1.5
2014,5,1,1,105.0,19.1,1002.0,0.0,SW,1.9
2014,5,1,2,113.0,16.7,1001.9,0.0,WSW,0.7
2014,5,1,3,118.0,15.1,1001.9,0.0,SW,0.0
2014,5,1,4,130.0,14.6,1002.3,0.0,SSW,0.0
2014,5,1,5,140.0,14.4,1002.8,0.0,NNE,0.4
2014,5,1,6,142.0,15.8,1003.4,0.0,NE,1.1
2014,5,1,7,149.0,18.3,1003.6,0.0,NNE,1.4
2014,5,1,8,138.0,20.5,1002.9,0.0,N,1.4
2014,5,1,9,157.0,21.8,1003.4,0.0,SSW,0.7
2014,5,1,10,181.0,23.7,1002.6,0.0,S,1.8
2014,5,1,11,166.0,25.1,1001.5,0.0,SW,2.8
2014,5,1,12,156.0,25.2,1000.4,0.0,SSW,3.8
2014,5,1,13,162.0,25.9,999.4,0.0,SW,3.7
2014,5,1,14,154.0,25.6,999.1,0.0,SSW,2.0
2014,5,1,15,164.0,25.6,998.6,0.0,SW,3.5
2014,5,1,16,168.0,24.0,1000.3,0.0,N,4.4
2014,5,1,17,162.0,16.3,1001.4,2.5,NE,1.2
2014,5,1,18,114.0,20.6,1002.1,0.0,N,4.5
2014,5,1,19,67.0,17.6,1003.9,0.0,NNE,4.9
2014,5,1,20,96.0,16.5,1005.7,0.0,N,2.5
2014,5,1,21,52.0,15.4,1005.9,0.0,NE,4.4
2014,5,1,22,47.0,14.6,1007.0,0.0,NNE,5.0
2014,5,1,23,38.0,14.3,1007.3,0.0,NNE,4.0
2014,5,2,0,51.0,13.6,1007.3,0.0,NNE,1.8
2014,5,2,1,48.0,13.0,1007.2,0.0,N,3.8
2014,5,2,2,41.0,12.8,1007.1,0.0,N,3.5
2014,5,2,3,36.0,13.0,1007.2,0.0,N,3.1
2014,5,2,4,36.0,13.5,1008.3,0.0,N,4.7
2014,5,2,5,33.0,13.2,1009.0,0.0,N,4.1
2014,5,2,6,28.0,13.1,1010.2,0.0,N,5.1
2014,5,2,7,29.0,13.8,1010.9,0.0,N,5.0
2014,5,2,8,36.0,15.4,1011.8,0.0,N,5.4
2014,5,2,9,65.0,17.1,1012.6,0.0,N,4.6
2014,5,2,10,66.0,18.9,1012.5,0.0,N,2.2
2014,5,2,11,57.0,20.3,1011.6,0.0,NNW,3.9
2014,5,2,12,62.0,21.6,1010.5,0.0,W,1.4
2014,5,2,13,57.0,22.6,1009.5,0.0,NE,1.4
2014,5,2,14,57.0,20.9,1010.1,0.0,NW,3.7
2014,5,2,15,51.0,21.3,1009.7,0.0,NW,2.3
2014,5,2,16,36.0,19.9,1011.0,0.0,NNW,1.1
2014,5,2,17,28.0,15.9,1011.5,0.1,W,2.1
2014,5,2,18,21.0,15.8,1011.8,0.0,W,0.9
2014,5,2,19,12.0,13.1,1012.3,0.0,WNW,0.0
2014,5,2,20,18.0,12.8,1012.8,0.0,SSW,1.0
2014,5,2,21,17.0,11.6,1012.4,0.0,SSW,0.6
2014,5,2,22,30.0,10.2,1012.2,0.0,SW,0.7
2014,5,2,23,26.0,9.8,1011.9,0.0,WSW,0.1
2014,5,3,0,50.0,11.5,1011.6,0.0,W,0.6
2014,5,3,1,43.0,9.7,1010.6,0.0,NNE,0.1
2014,5,3,2,62.0,8.5,1010.1,0.0,N,0.0
2014,5,3,3,42.0,7.9,1009.5,0.0,NNE,0.1
2014,5,3,4,36.0,8.3,1009.2,0.0,NE,0.7
2014,5,3,5,33.0,8.9,1008.8,0.0,ENE,1.1
2014,5,3,6,56.0,10.5,1008.4,0.0,NE,1.2
2014,5,3,7,55.0,12.8,1007.9,0.0,ENE,1.7
2014,5,3,8,59.0,15.8,1006.5,0.0,NNW,1.5
2014,5,3,9,76.0,19.2,1005.2,0.0,S,1.3
2014,5,3,10,91.0,22.4,1003.6,0.0,S,3.5
2014,5,3,11,99.0,23.0,1001.4,0.0,SW,6.2
2014,5,3,12,87.0,22.1,1002.6,0.0,WSW,9.1
2014,5,3,13,98.0,20.9,1002.8,0.0,N,1.7
2014,5,3,14,65.0,21.7,1002.6,0.0,N,3.2
2014,5,3,15,43.0,22.0,1003.3,0.0,NNW,5.2
2014,5,3,16,40.0,21.5,1003.5,0.0,N,5.9
2014,5,3,17,49.0,19.2,1004.9,0.0,N,8.0
2014,5,3,18,62.0,17.6,1007.5,0.0,N,4.2
2014,5,3,19,78.0,15.9,1009.7,0.0,NNW,4.5
2014,5,3,20,58.0,14.6,1010.9,0.0,N,4.0
2014,5,3,21,42.0,13.4,1011.8,0.0,N,3.8
2014,5,3,22,43.0,12.5,1012.0,0.0,NNW,5.4
2014,5,3,23,44.0,11.7,1012.6,0.0,N,2.5
2014,5,4,0,51.0,11.0,1012.6,0.0,NNW,2.7
2014,5,4,1,39.0,10.3,1012.7,0.0,NW,2.6
2014,5,4,2,35.0,9.5,1012.6,0.0,N,1.3
2014,5,4,3,32.0,9.6,1012.2,0.0,NW,2.4
2014,5,4,4,34.0,9.9,1012.1,0.0,NNW,3.3
2014,5,4,5,39.0,10.3,1012.5,0.0,NW,2.6
2014,5,4,6,47.0,11.2,1012.3,0.0,N,3.7
2014,5,4,7,50.0,12.6,1011.9,0.0,N,4.2
2014,5,4,8,54.0,13.8,1011.7,0.0,N,5.0
2014,5,4,9,42.0,15.5,1012.1,0.0,N,4.3
2014,5,4,10,49.0,16.1,1012.0,0.0,NNE,6.4
2014,5,4,11,55.0,16.8,1011.8,0.0,N,6.8
2014,5,4,12,50.0,17.4,1011.5,0.0,N,8.1
2014,5,4,13,46.0,17.2,1011.4,0.0,N,5.9
2014,5,4,14,33.0,17.7,1011.3,0.0,NNE,5.9
2014,5,4,15,33.0,17.2,1011.5,0.0,N,3.3
2014,5,4,16,28.0,17.2,1011.9,0.0,NNW,4.5
2014,5,4,17,30.0,16.5,1011.9,0.0,N,3.1
2014,5,4,18,35.0,15.1,1012.2,0.0,N,1.1
2014,5,4,19,27.0,10.9,1012.8,0.0,NW,0.0
2014,5,4,20,26.0,8.2,1013.0,0.0,WSW,0.4
2014,5,4,21,32.0,7.3,1013.3,0.0,NW,0.8
2014,5,4,22,32.0,7.0,1013.3,0.0,S,0.0
2014,5,4,23,39.0,6.3,1012.9,0.0,W,0.7
2014,5,5,0,98.0,5.8,1012.7,0.0,NE,1.0
2014,5,5,1,59.0,6.4,1012.5,0.0,E,0.8
2014,5,5,2,66.0,6.7,1012.5,0.0,ENE,0.9
2014,5,5,3,68.0,6.2,1012.7,0.0,NE,1.4
2014,5,5,4,58.0,5.8,1013.2,0.0,ENE,0.8
2014,5,5,5,38.0,5.4,1014.0,0.0,ESE,0.6
2014,5,5,6,31.0,8.7,1014.5,0.0,NE,1.2
2014,5,5,7,34.0,12.1,1014.7,0.0,SSW,1.4
2014,5,5,8,33.0,14.9,1014.8,0.0,NNE,3.2
2014,5,5,9,39.0,16.5,1014.6,0.0,N,2.2
2014,5,5,10,39.0,17.9,1013.9,0.0,NE,3.1
2014,5,5,11,43.0,19.0,1012.4,0.0,N,2.9
2014,5,5,12,27.0,19.5,1011.3,0.0,NNE,2.0
2014,5,5,13,16.0,20.8,1010.4,0.0,NNE,2.4
2014,5,5,14,21.0,19.3,1009.4,0.0,SW,3.5
2014,5,5,15,19.0,20.3,1008.8,0.0,S,2.9
2014,5,5,16,23.0,20.6,1008.2,0.0,SSW,3.7
2014,5,5,17,35.0,19.5,1008.3,0.0,SSW,4.5
2014,5,5,18,33.0,18.2,1008.5,0.0,SW,2.8
2014,5,5,19,34.0,17.5,1008.9,0.0,SW,2.9
2014,5,5,20,29.0,16.5,1009.4,0.0,SSW,1.8
2014,5,5,21,38.0,13.8,1009.4,0.0,S,0.8
2014,5,5,22,41.0,14.7,1008.9,0.0,S,1.8
2014,5,5,23,49.0,13.8,1008.8,0.0,SW,1.2
2014,5,6,0,54.0,10.2,1008.3,0.0,NW,0.4
2014,5,6,1,57.0,8.9,1007.4,0.0,ENE,0.8
2014,5,6,2,55.0,9.4,1007.0,0.0,NE,1.2
2014,5,6,3,54.0,9.1,1006.7,0.0,NE,1.3
2014,5,6,4,64.0,9.3,1006.3,0.0,NE,1.1
2014,5,6,5,69.0,9.1,1006.1,0.0,NNE,0.9
2014,5,6,6,79.0,10.9,1005.8,0.0,NNE,1.9
2014,5,6,7,130.0,13.1,1005.5,0.0,N,1.5
2014,5,6,8,118.0,15.2,1005.3,0.0,NNE,1.6
2014,5,6,9,,16.6,1004.5,0.0,NE,2.1
2014,5,6,10,,18.2,1004.2,0.0,E,1.1
2014,5,6,11,71.0,19.6,1002.8,0.0,NE,2.1
2014,5,6,12,84.0,20.7,1002.0,0.0,N,1.4
2014,5,6,13,106.0,20.8,1000.7,0.0,SSE,0.7
2014,5,6,14,179.0,21.8,999.6,0.0,ESE,1.2
2014,5,6,15,146.0,20.8,998.8,0.0,SSE,1.6
2014,5,6,16,106.0,20.4,998.0,0.0,E,1.2
2014,5,6,17,,19.9,997.5,0.0,NE,1.4
2014,5,6,18,69.0,18.8,997.8,0.0,ENE,1.2
2014,5,6,19,96.0,18.3,998.9,0.0,S,0.8
2014,5,6,20,108.0,17.9,997.9,0.0,ENE,0.9
2014,5,6,21,113.0,17.4,998.9,0.0,N,1.6
2014,5,6,22,117.0,15.3,997.9,0.4,WNW,0.8
2014,5,6,23,118.0,13.5,997.7,0.0,NE,0.6
2014,5,7,0,121.0,12.9,998.1,0.0,SE,1.1
2014,5,7,1,130.0,12.6,997.3,0.0,NNE,0.5
2014,5,7,2,134.0,11.6,997.0,0.0,E,0.1
2014,5,7,3,132.0,11.5,997.2,0.0,ENE,1.0
2014,5,7,4,131.0,11.2,997.8,0.0,E,0.7
2014,5,7,5,136.0,11.0,998.7,0.0,NNE,0.1
2014,5,7,6,128.0,12.9,999.7,0.0,NNE,0.7
2014,5,7,7,122.0,16.7,1000.4,0.0,NNE,2.8
2014,5,7,8,135.0,19.9,1000.7,0.0,N,4.0
2014,5,7,9,56.0,20.6,1001.3,0.0,N,2.5
2014,5,7,10,21.0,21.7,1001.5,0.0,N,3.9
2014,5,7,11,23.0,22.8,1001.6,0.0,N,4.3
2014,5,7,12,27.0,24.0,1001.3,0.0,N,3.1
2014,5,7,13,26.0,25.1,1000.8,0.0,N,4.2
2014,5,7,14,25.0,24.9,1000.2,0.0,NNW,3.3
2014,5,7,15,19.0,25.1,1000.4,0.0,NNW,3.9
2014,5,7,16,18.0,26.0,1000.5,0.0,N,1.9
2014,5,7,17,14.0,24.8,1001.8,0.0,NNE,1.5
2014,5,7,18,99.0,22.7,1002.7,0.0,NE,1.7
2014,5,7,19,46.0,19.2,1004.1,0.0,NW,0.4
2014,5,7,20,37.0,17.0,1005.7,0.0,ENE,0.9
2014,5,7,21,51.0,19.0,1006.3,0.0,E,1.8
2014,5,7,22,46.0,17.9,1007.5,0.0,E,1.3
2014,5,7,23,33.0,15.5,1007.9,0.0,NNE,0.6
2014,5,8,0,63.0,13.9,1008.4,0.0,S,1.0
